26
31
40
32
2
7
43
43
17
29
39
25
90
13
9
22
52
29
44
49
46
38
19
9
87
16
40
27
26
31
40
32
2
7
43
43
17
29
39
25
90
13
9
22
52
29
44
49
46
38
19
9
87
16
40
27
26
31
40
32
2
7
43
43
17
29
39
25
90
13
9
22
52
29
44
49
46
38
19
9
87
16
40
27
26
31
40
32
2
